Warning: no access to tty (Bad file descriptor).
Thus no job control in this shell.
Warning: no access to tty (Bad file descriptor).
Thus no job control in this shell.
Sat Dec 18 15:58:51 CET 2021
/usr/scratch4/magr4985/TRPL/BatchJobs/C2704_hzb/Run25
# Thread: 4
1790306215842065285 RNG Seed
Run 1
Starting optimization with optimizer DiffEvoOpt{FitPopulation{Float64}, RadiusLimitedSelector, BlackBoxOptim.DiffEvoRandBin{3}, RandomBound{ContinuousRectSearchSpace}}
0.00 secs, 0 evals, 0 steps
30.01 secs, 2802 evals, 2689 steps, improv/step: 0.364 (last = 0.3637), fitness=-340004464.287558675
60.01 secs, 5834 evals, 5721 steps, improv/step: 0.278 (last = 0.2022), fitness=-351795604.345159113
90.01 secs, 8755 evals, 8642 steps, improv/step: 0.233 (last = 0.1438), fitness=-355266962.279098392
120.02 secs, 11741 evals, 11628 steps, improv/step: 0.201 (last = 0.1105), fitness=-356372855.353682101
150.04 secs, 14586 evals, 14473 steps, improv/step: 0.186 (last = 0.1227), fitness=-356791214.335611761
180.05 secs, 17542 evals, 17429 steps, improv/step: 0.175 (last = 0.1235), fitness=-356864644.860716701
210.05 secs, 20570 evals, 20457 steps, improv/step: 0.167 (last = 0.1172), fitness=-356935737.422719300
240.05 secs, 23792 evals, 23679 steps, improv/step: 0.158 (last = 0.1034), fitness=-357039012.474430680
270.05 secs, 27143 evals, 27030 steps, improv/step: 0.153 (last = 0.1206), fitness=-357082237.697260439
300.06 secs, 30552 evals, 30439 steps, improv/step: 0.148 (last = 0.1035), fitness=-357104252.464390516
330.06 secs, 33897 evals, 33784 steps, improv/step: 0.143 (last = 0.1040), fitness=-357117156.487270951
360.06 secs, 37058 evals, 36945 steps, improv/step: 0.138 (last = 0.0829), fitness=-357121367.889846206
390.06 secs, 40367 evals, 40254 steps, improv/step: 0.133 (last = 0.0701), fitness=-357123252.560348690
420.06 secs, 43657 evals, 43544 steps, improv/step: 0.127 (last = 0.0605), fitness=-357124214.516197681
450.07 secs, 46929 evals, 46816 steps, improv/step: 0.121 (last = 0.0437), fitness=-357124779.458020687
