Warning: no access to tty (Bad file descriptor).
Thus no job control in this shell.
Warning: no access to tty (Bad file descriptor).
Thus no job control in this shell.
Sat Dec 18 15:58:34 CET 2021
/usr/scratch4/magr4985/TRPL/BatchJobs/C2704_hzb/Run9
# Thread: 4
2165995721702410990 RNG Seed
Run 1
Starting optimization with optimizer DiffEvoOpt{FitPopulation{Float64}, RadiusLimitedSelector, BlackBoxOptim.DiffEvoRandBin{3}, RandomBound{ContinuousRectSearchSpace}}
0.00 secs, 0 evals, 0 steps
30.00 secs, 3335 evals, 3244 steps, improv/step: 0.325 (last = 0.3246), fitness=-345139663.526393831
60.01 secs, 6757 evals, 6666 steps, improv/step: 0.249 (last = 0.1774), fitness=-356241690.109324396
90.01 secs, 10300 evals, 10209 steps, improv/step: 0.199 (last = 0.1058), fitness=-356805304.793038309
120.01 secs, 13611 evals, 13520 steps, improv/step: 0.169 (last = 0.0773), fitness=-356931189.894500017
150.01 secs, 17065 evals, 16974 steps, improv/step: 0.148 (last = 0.0657), fitness=-356951557.885391533
180.02 secs, 20670 evals, 20579 steps, improv/step: 0.130 (last = 0.0463), fitness=-357044499.420917988
210.03 secs, 24219 evals, 24128 steps, improv/step: 0.125 (last = 0.0916), fitness=-357077364.316524506
240.03 secs, 27764 evals, 27673 steps, improv/step: 0.124 (last = 0.1221), fitness=-357109013.487790406
270.04 secs, 31126 evals, 31035 steps, improv/step: 0.124 (last = 0.1222), fitness=-357117995.131257594
300.04 secs, 34353 evals, 34264 steps, improv/step: 0.120 (last = 0.0821), fitness=-357122671.642806828
330.04 secs, 37839 evals, 37750 steps, improv/step: 0.117 (last = 0.0855), fitness=-357125583.827554584
360.04 secs, 41350 evals, 41261 steps, improv/step: 0.114 (last = 0.0860), fitness=-357126395.545000613
390.05 secs, 44869 evals, 44780 steps, improv/step: 0.113 (last = 0.0912), fitness=-357126638.827923298
420.09 secs, 48432 evals, 48343 steps, improv/step: 0.110 (last = 0.0761), fitness=-357126770.625200689
450.14 secs, 52040 evals, 51951 steps, improv/step: 0.106 (last = 0.0613), fitness=-357126918.422114968
480.15 secs, 55673 evals, 55584 steps, improv/step: 0.103 (last = 0.0479), fitness=-357127036.959510326
510.16 secs, 59197 evals, 59108 steps, improv/step: 0.100 (last = 0.0664), fitness=-357127103.672489405
540.21 secs, 62745 evals, 62656 steps, improv/step: 0.099 (last = 0.0654), fitness=-357127250.167305946
570.26 secs, 66083 evals, 65994 steps, improv/step: 0.097 (last = 0.0641), fitness=-357127350.736355424
600.30 secs, 69359 evals, 69270 steps, improv/step: 0.095 (last = 0.0699), fitness=-357127494.161095262
630.31 secs, 72929 evals, 72840 steps, improv/step: 0.095 (last = 0.0754), fitness=-357127614.170904517
660.34 secs, 76613 evals, 76524 steps, improv/step: 0.094 (last = 0.0844), fitness=-357127675.892405331
690.34 secs, 80305 evals, 80216 steps, improv/step: 0.093 (last = 0.0750), fitness=-357127771.035033584
720.34 secs, 83908 evals, 83819 steps, improv/step: 0.092 (last = 0.0755), fitness=-357127850.656971216
750.35 secs, 87571 evals, 87483 steps, improv/step: 0.091 (last = 0.0516), fitness=-357127959.173384309
780.35 secs, 90907 evals, 90819 steps, improv/step: 0.090 (last = 0.0626), fitness=-357128047.830969453
810.35 secs, 94465 evals, 94378 steps, improv/step: 0.088 (last = 0.0466), fitness=-357128086.799744844
840.36 secs, 98060 evals, 97974 steps, improv/step: 0.086 (last = 0.0456), fitness=-357128169.740880132
870.40 secs, 101541 evals, 101455 steps, improv/step: 0.085 (last = 0.0500), fitness=-357128192.453746676
900.40 secs, 105110 evals, 105024 steps, improv/step: 0.084 (last = 0.0347), fitness=-357128205.273028970
930.41 secs, 108556 evals, 108470 steps, improv/step: 0.082 (last = 0.0418), fitness=-357128214.836058378
960.41 secs, 112037 evals, 111953 steps, improv/step: 0.081 (last = 0.0296), fitness=-357128222.397800267
990.41 secs, 115498 evals, 115414 steps, improv/step: 0.079 (last = 0.0379), fitness=-357128226.548166752
1020.43 secs, 118992 evals, 118908 steps, improv/step: 0.078 (last = 0.0375), fitness=-357128228.850114703
1050.44 secs, 122511 evals, 122427 steps, improv/step: 0.077 (last = 0.0367), fitness=-357128231.205775499
1080.44 secs, 126005 evals, 125921 steps, improv/step: 0.076 (last = 0.0363), fitness=-357128232.217327595
1110.45 secs, 129435 evals, 129352 steps, improv/step: 0.075 (last = 0.0481), fitness=-357128234.389077425
1140.45 secs, 132910 evals, 132827 steps, improv/step: 0.074 (last = 0.0455), fitness=-357128235.249327540
1170.45 secs, 136367 evals, 136286 steps, improv/step: 0.073 (last = 0.0387), fitness=-357128235.783784032
1200.46 secs, 139796 evals, 139716 steps, improv/step: 0.073 (last = 0.0545), fitness=-357128236.358982325
1230.46 secs, 143337 evals, 143257 steps, improv/step: 0.072 (last = 0.0562), fitness=-357128236.711627543
