Warning: no access to tty (Bad file descriptor).
Thus no job control in this shell.
Warning: no access to tty (Bad file descriptor).
Thus no job control in this shell.
Sat Dec 18 15:58:39 CET 2021
/usr/scratch4/magr4985/TRPL/BatchJobs/C2704_hzb/Run16
# Thread: 4
7387700950343151932 RNG Seed
Run 1
Starting optimization with optimizer DiffEvoOpt{FitPopulation{Float64}, RadiusLimitedSelector, BlackBoxOptim.DiffEvoRandBin{3}, RandomBound{ContinuousRectSearchSpace}}
0.00 secs, 0 evals, 0 steps
30.00 secs, 2806 evals, 2713 steps, improv/step: 0.365 (last = 0.3653), fitness=-332902762.619196296
60.00 secs, 5736 evals, 5643 steps, improv/step: 0.284 (last = 0.2096), fitness=-351706635.598526835
90.01 secs, 8806 evals, 8713 steps, improv/step: 0.242 (last = 0.1645), fitness=-355550285.016962707
120.04 secs, 11879 evals, 11786 steps, improv/step: 0.213 (last = 0.1321), fitness=-356461715.562199473
150.04 secs, 14985 evals, 14892 steps, improv/step: 0.194 (last = 0.1188), fitness=-356732136.665266156
180.04 secs, 18136 evals, 18043 steps, improv/step: 0.177 (last = 0.0984), fitness=-356929326.744148016
210.04 secs, 21370 evals, 21277 steps, improv/step: 0.165 (last = 0.1008), fitness=-357039911.550763845
240.05 secs, 24759 evals, 24666 steps, improv/step: 0.156 (last = 0.0959), fitness=-357089482.396663547
270.05 secs, 28015 evals, 27922 steps, improv/step: 0.150 (last = 0.1081), fitness=-357110709.404873252
300.05 secs, 31202 evals, 31109 steps, improv/step: 0.144 (last = 0.0904), fitness=-357119359.537188053
330.06 secs, 34542 evals, 34449 steps, improv/step: 0.138 (last = 0.0769), fitness=-357122350.094849467
360.06 secs, 37779 evals, 37686 steps, improv/step: 0.132 (last = 0.0707), fitness=-357123161.979178548
390.07 secs, 41033 evals, 40940 steps, improv/step: 0.126 (last = 0.0605), fitness=-357123672.431883752
420.07 secs, 44387 evals, 44294 steps, improv/step: 0.121 (last = 0.0617), fitness=-357123885.515250921
450.08 secs, 47598 evals, 47505 steps, improv/step: 0.118 (last = 0.0713), fitness=-357124114.415038824
480.08 secs, 50822 evals, 50729 steps, improv/step: 0.115 (last = 0.0658), fitness=-357124268.500169158
510.09 secs, 54079 evals, 53986 steps, improv/step: 0.112 (last = 0.0737), fitness=-357124433.708242893
540.09 secs, 57405 evals, 57312 steps, improv/step: 0.110 (last = 0.0676), fitness=-357124599.459057331
570.09 secs, 60685 evals, 60593 steps, improv/step: 0.107 (last = 0.0658), fitness=-357124823.545169294
600.10 secs, 63998 evals, 63907 steps, improv/step: 0.105 (last = 0.0585), fitness=-357124970.851748347
630.14 secs, 67221 evals, 67130 steps, improv/step: 0.102 (last = 0.0549), fitness=-357125166.701117158
660.14 secs, 70420 evals, 70329 steps, improv/step: 0.100 (last = 0.0591), fitness=-357125392.679713964
690.15 secs, 73700 evals, 73609 steps, improv/step: 0.099 (last = 0.0662), fitness=-357125667.469278455
720.15 secs, 76970 evals, 76879 steps, improv/step: 0.097 (last = 0.0523), fitness=-357125721.454280078
750.15 secs, 80204 evals, 80113 steps, improv/step: 0.095 (last = 0.0532), fitness=-357125878.105651855
780.16 secs, 83538 evals, 83447 steps, improv/step: 0.094 (last = 0.0717), fitness=-357126085.759294391
810.19 secs, 86567 evals, 86476 steps, improv/step: 0.093 (last = 0.0683), fitness=-357126231.435753465
840.23 secs, 89803 evals, 89712 steps, improv/step: 0.093 (last = 0.0729), fitness=-357126563.601781726
870.23 secs, 93191 evals, 93100 steps, improv/step: 0.091 (last = 0.0425), fitness=-357126833.450236797
900.23 secs, 96608 evals, 96517 steps, improv/step: 0.089 (last = 0.0445), fitness=-357127145.953310251
930.24 secs, 100080 evals, 99991 steps, improv/step: 0.088 (last = 0.0535), fitness=-357127446.969274580
960.24 secs, 103518 evals, 103429 steps, improv/step: 0.087 (last = 0.0497), fitness=-357127564.237009108
990.24 secs, 106948 evals, 106859 steps, improv/step: 0.086 (last = 0.0621), fitness=-357127642.785107851
1020.24 secs, 110419 evals, 110330 steps, improv/step: 0.085 (last = 0.0749), fitness=-357127748.465660810
1050.25 secs, 113874 evals, 113786 steps, improv/step: 0.085 (last = 0.0796), fitness=-357127822.116978347
1080.25 secs, 117341 evals, 117253 steps, improv/step: 0.085 (last = 0.0761), fitness=-357127910.889822006
1110.26 secs, 120814 evals, 120726 steps, improv/step: 0.084 (last = 0.0677), fitness=-357127950.561053097
1140.26 secs, 124258 evals, 124170 steps, improv/step: 0.085 (last = 0.0857), fitness=-357127980.622808278
1170.26 secs, 127720 evals, 127632 steps, improv/step: 0.085 (last = 0.0878), fitness=-357128009.010506868
1200.26 secs, 131178 evals, 131091 steps, improv/step: 0.084 (last = 0.0737), fitness=-357128030.188084483
1230.34 secs, 134606 evals, 134519 steps, improv/step: 0.084 (last = 0.0709), fitness=-357128059.482216835
1260.37 secs, 138048 evals, 137961 steps, improv/step: 0.084 (last = 0.0683), fitness=-357128089.801246822
1290.37 secs, 141489 evals, 141403 steps, improv/step: 0.083 (last = 0.0552), fitness=-357128111.702919602
1320.38 secs, 144893 evals, 144807 steps, improv/step: 0.082 (last = 0.0614), fitness=-357128127.790324688
1350.38 secs, 148508 evals, 148422 steps, improv/step: 0.082 (last = 0.0609), fitness=-357128160.838893175
1380.38 secs, 152130 evals, 152046 steps, improv/step: 0.081 (last = 0.0508), fitness=-357128179.461624861
1410.39 secs, 155764 evals, 155680 steps, improv/step: 0.080 (last = 0.0454), fitness=-357128190.295475960
1440.39 secs, 159346 evals, 159262 steps, improv/step: 0.080 (last = 0.0586), fitness=-357128199.783327222
