Warning: no access to tty (Bad file descriptor).
Thus no job control in this shell.
Warning: no access to tty (Bad file descriptor).
Thus no job control in this shell.
Sat Dec 18 15:58:36 CET 2021
/usr/scratch4/magr4985/TRPL/BatchJobs/C2704_hzb/Run12
# Thread: 4
6436873964551205176 RNG Seed
Run 1
Starting optimization with optimizer DiffEvoOpt{FitPopulation{Float64}, RadiusLimitedSelector, BlackBoxOptim.DiffEvoRandBin{3}, RandomBound{ContinuousRectSearchSpace}}
0.00 secs, 0 evals, 0 steps
30.02 secs, 3119 evals, 3031 steps, improv/step: 0.355 (last = 0.3553), fitness=-338705657.560054839
60.02 secs, 6773 evals, 6685 steps, improv/step: 0.280 (last = 0.2181), fitness=-354061930.200461626
90.03 secs, 10331 evals, 10243 steps, improv/step: 0.236 (last = 0.1518), fitness=-356265327.395263553
120.03 secs, 14083 evals, 13995 steps, improv/step: 0.207 (last = 0.1282), fitness=-356678813.060400844
150.04 secs, 17679 evals, 17591 steps, improv/step: 0.190 (last = 0.1232), fitness=-356873514.815451145
180.06 secs, 21130 evals, 21042 steps, improv/step: 0.173 (last = 0.0869), fitness=-356942306.204810560
210.06 secs, 24779 evals, 24691 steps, improv/step: 0.158 (last = 0.0707), fitness=-357006034.778307199
240.07 secs, 28628 evals, 28540 steps, improv/step: 0.150 (last = 0.1021), fitness=-357080358.112669647
270.07 secs, 32346 evals, 32259 steps, improv/step: 0.145 (last = 0.1078), fitness=-357100500.884877205
300.08 secs, 36021 evals, 35934 steps, improv/step: 0.141 (last = 0.0985), fitness=-357111406.487633109
330.08 secs, 39916 evals, 39829 steps, improv/step: 0.136 (last = 0.0904), fitness=-357115791.098889232
360.10 secs, 43422 evals, 43335 steps, improv/step: 0.132 (last = 0.0893), fitness=-357119356.722421229
390.11 secs, 46985 evals, 46898 steps, improv/step: 0.129 (last = 0.0921), fitness=-357121487.924298406
420.11 secs, 50603 evals, 50516 steps, improv/step: 0.127 (last = 0.0956), fitness=-357123665.309564888
450.11 secs, 54117 evals, 54031 steps, improv/step: 0.122 (last = 0.0541), fitness=-357123917.494279087
480.11 secs, 57680 evals, 57595 steps, improv/step: 0.118 (last = 0.0668), fitness=-357124008.608638942
510.12 secs, 61425 evals, 61340 steps, improv/step: 0.116 (last = 0.0828), fitness=-357124135.583878219
540.12 secs, 64982 evals, 64898 steps, improv/step: 0.115 (last = 0.0885), fitness=-357124220.098611295
570.13 secs, 68603 evals, 68519 steps, improv/step: 0.114 (last = 0.1038), fitness=-357124326.512326241
600.13 secs, 72086 evals, 72002 steps, improv/step: 0.113 (last = 0.0999), fitness=-357124425.439689755
630.14 secs, 75426 evals, 75342 steps, improv/step: 0.112 (last = 0.0889), fitness=-357124552.112731814
660.16 secs, 78915 evals, 78831 steps, improv/step: 0.112 (last = 0.1003), fitness=-357124621.894382775
690.16 secs, 82567 evals, 82483 steps, improv/step: 0.111 (last = 0.0953), fitness=-357124700.824988246
720.16 secs, 86191 evals, 86107 steps, improv/step: 0.110 (last = 0.0792), fitness=-357124781.408567727
750.17 secs, 89741 evals, 89658 steps, improv/step: 0.109 (last = 0.0791), fitness=-357124881.173149586
780.17 secs, 93220 evals, 93137 steps, improv/step: 0.107 (last = 0.0684), fitness=-357124976.654394269
810.17 secs, 96500 evals, 96417 steps, improv/step: 0.106 (last = 0.0677), fitness=-357125037.927981913
840.17 secs, 100020 evals, 99938 steps, improv/step: 0.105 (last = 0.0821), fitness=-357125109.956449449
870.17 secs, 103620 evals, 103538 steps, improv/step: 0.104 (last = 0.0831), fitness=-357125256.176085114
