Warning: no access to tty (Bad file descriptor).
Thus no job control in this shell.
Warning: no access to tty (Bad file descriptor).
Thus no job control in this shell.
Sat Dec 18 15:58:37 CET 2021
/usr/scratch4/magr4985/TRPL/BatchJobs/C2704_hzb/Run13
# Thread: 4
7614716375471694574 RNG Seed
Run 1
Starting optimization with optimizer DiffEvoOpt{FitPopulation{Float64}, RadiusLimitedSelector, BlackBoxOptim.DiffEvoRandBin{3}, RandomBound{ContinuousRectSearchSpace}}
0.00 secs, 0 evals, 0 steps
30.00 secs, 3124 evals, 3019 steps, improv/step: 0.349 (last = 0.3491), fitness=-338094167.452685118
60.04 secs, 6601 evals, 6496 steps, improv/step: 0.270 (last = 0.2019), fitness=-355147408.715887129
90.05 secs, 10191 evals, 10086 steps, improv/step: 0.210 (last = 0.1011), fitness=-356544647.315414190
120.07 secs, 13814 evals, 13709 steps, improv/step: 0.174 (last = 0.0729), fitness=-356906535.884931326
150.08 secs, 17302 evals, 17197 steps, improv/step: 0.151 (last = 0.0636), fitness=-356951245.772053301
180.11 secs, 20854 evals, 20749 steps, improv/step: 0.139 (last = 0.0763), fitness=-356983125.896659732
210.12 secs, 24538 evals, 24434 steps, improv/step: 0.132 (last = 0.0947), fitness=-357060798.331116319
240.12 secs, 28271 evals, 28168 steps, improv/step: 0.128 (last = 0.1050), fitness=-357107924.377420127
270.12 secs, 31950 evals, 31848 steps, improv/step: 0.127 (last = 0.1144), fitness=-357117035.726920068
300.12 secs, 35717 evals, 35615 steps, improv/step: 0.128 (last = 0.1399), fitness=-357124805.781019330
330.13 secs, 39502 evals, 39401 steps, improv/step: 0.127 (last = 0.1157), fitness=-357127306.312947631
360.13 secs, 43150 evals, 43049 steps, improv/step: 0.126 (last = 0.1124), fitness=-357127785.650037408
390.16 secs, 46878 evals, 46778 steps, improv/step: 0.123 (last = 0.0960), fitness=-357128046.105493903
420.21 secs, 50598 evals, 50498 steps, improv/step: 0.120 (last = 0.0718), fitness=-357128116.804421723
450.22 secs, 54152 evals, 54053 steps, improv/step: 0.116 (last = 0.0622), fitness=-357128157.537442565
480.22 secs, 57742 evals, 57643 steps, improv/step: 0.114 (last = 0.0886), fitness=-357128197.998021603
510.22 secs, 61318 evals, 61219 steps, improv/step: 0.111 (last = 0.0601), fitness=-357128202.720469117
540.23 secs, 64977 evals, 64879 steps, improv/step: 0.107 (last = 0.0380), fitness=-357128207.308904648
570.26 secs, 68572 evals, 68474 steps, improv/step: 0.103 (last = 0.0309), fitness=-357128213.221321940
600.26 secs, 72226 evals, 72128 steps, improv/step: 0.100 (last = 0.0452), fitness=-357128221.277777314
630.26 secs, 75820 evals, 75723 steps, improv/step: 0.097 (last = 0.0476), fitness=-357128226.302631676
660.27 secs, 79340 evals, 79243 steps, improv/step: 0.095 (last = 0.0381), fitness=-357128231.794851482
690.31 secs, 82775 evals, 82678 steps, improv/step: 0.092 (last = 0.0370), fitness=-357128233.803516626
720.31 secs, 86312 evals, 86217 steps, improv/step: 0.091 (last = 0.0486), fitness=-357128236.107051849
750.35 secs, 89959 evals, 89864 steps, improv/step: 0.089 (last = 0.0474), fitness=-357128236.916118383
780.35 secs, 93620 evals, 93525 steps, improv/step: 0.087 (last = 0.0399), fitness=-357128237.267272830
810.36 secs, 97056 evals, 96963 steps, improv/step: 0.085 (last = 0.0323), fitness=-357128237.666285157
840.43 secs, 100498 evals, 100406 steps, improv/step: 0.083 (last = 0.0285), fitness=-357128237.716905117
870.43 secs, 104140 evals, 104048 steps, improv/step: 0.081 (last = 0.0239), fitness=-357128237.785178781
900.43 secs, 107716 evals, 107624 steps, improv/step: 0.080 (last = 0.0369), fitness=-357128237.902706563
930.43 secs, 111391 evals, 111299 steps, improv/step: 0.078 (last = 0.0384), fitness=-357128237.921777129
960.44 secs, 114925 evals, 114833 steps, improv/step: 0.077 (last = 0.0320), fitness=-357128238.027752340
990.44 secs, 118550 evals, 118458 steps, improv/step: 0.075 (last = 0.0314), fitness=-357128238.033007860
1020.44 secs, 122202 evals, 122110 steps, improv/step: 0.074 (last = 0.0408), fitness=-357128238.050067425
1050.44 secs, 125762 evals, 125670 steps, improv/step: 0.074 (last = 0.0480), fitness=-357128238.065471828
1080.44 secs, 129372 evals, 129280 steps, improv/step: 0.073 (last = 0.0529), fitness=-357128238.072692215
1110.45 secs, 132887 evals, 132795 steps, improv/step: 0.072 (last = 0.0424), fitness=-357128238.074688196
1140.45 secs, 136478 evals, 136386 steps, improv/step: 0.071 (last = 0.0390), fitness=-357128238.075804412
1170.45 secs, 140096 evals, 140004 steps, improv/step: 0.070 (last = 0.0384), fitness=-357128238.076329708
1200.46 secs, 143655 evals, 143564 steps, improv/step: 0.070 (last = 0.0393), fitness=-357128238.077216446
1230.46 secs, 147209 evals, 147118 steps, improv/step: 0.069 (last = 0.0402), fitness=-357128238.077999115
1260.46 secs, 150836 evals, 150745 steps, improv/step: 0.068 (last = 0.0403), fitness=-357128238.078302264
1290.47 secs, 154701 evals, 154611 steps, improv/step: 0.068 (last = 0.0385), fitness=-357128238.078800321
1320.47 secs, 158625 evals, 158535 steps, improv/step: 0.067 (last = 0.0433), fitness=-357128238.079014063
1350.48 secs, 162507 evals, 162418 steps, improv/step: 0.066 (last = 0.0471), fitness=-357128238.079246998
1380.52 secs, 166468 evals, 166379 steps, improv/step: 0.066 (last = 0.0369), fitness=-357128238.079423189
1410.53 secs, 170192 evals, 170104 steps, improv/step: 0.065 (last = 0.0338), fitness=-357128238.079498649
1440.54 secs, 174072 evals, 173984 steps, improv/step: 0.064 (last = 0.0345), fitness=-357128238.079531133
1470.54 secs, 177896 evals, 177808 steps, improv/step: 0.064 (last = 0.0296), fitness=-357128238.079568505
1500.56 secs, 181707 evals, 181619 steps, improv/step: 0.063 (last = 0.0394), fitness=-357128238.079608321
1530.57 secs, 185523 evals, 185436 steps, improv/step: 0.063 (last = 0.0364), fitness=-357128238.079620004
1560.57 secs, 189353 evals, 189266 steps, improv/step: 0.062 (last = 0.0355), fitness=-357128238.079624772
1590.63 secs, 192978 evals, 192891 steps, improv/step: 0.062 (last = 0.0400), fitness=-357128238.079637229
1620.63 secs, 196847 evals, 196761 steps, improv/step: 0.061 (last = 0.0401), fitness=-357128238.079643726
1650.64 secs, 200505 evals, 200419 steps, improv/step: 0.061 (last = 0.0383), fitness=-357128238.079647660
1680.64 secs, 204234 evals, 204150 steps, improv/step: 0.060 (last = 0.0319), fitness=-357128238.079649270
1710.64 secs, 208011 evals, 207927 steps, improv/step: 0.059 (last = 0.0159), fitness=-357128238.079649806
1740.64 secs, 211726 evals, 211642 steps, improv/step: 0.059 (last = 0.0108), fitness=-357128238.079650283
1770.65 secs, 215512 evals, 215428 steps, improv/step: 0.058 (last = 0.0085), fitness=-357128238.079650342
1800.65 secs, 219135 evals, 219051 steps, improv/step: 0.057 (last = 0.0102), fitness=-357128238.079650342
1830.68 secs, 222850 evals, 222766 steps, improv/step: 0.056 (last = 0.0065), fitness=-357128238.079651237
1860.72 secs, 226613 evals, 226529 steps, improv/step: 0.055 (last = 0.0053), fitness=-357128238.079651356
1890.74 secs, 230306 evals, 230222 steps, improv/step: 0.054 (last = 0.0073), fitness=-357128238.079651594
1920.74 secs, 234061 evals, 233977 steps, improv/step: 0.054 (last = 0.0067), fitness=-357128238.079651594
1950.78 secs, 237794 evals, 237710 steps, improv/step: 0.053 (last = 0.0051), fitness=-357128238.079652190
1980.78 secs, 241530 evals, 241446 steps, improv/step: 0.052 (last = 0.0064), fitness=-357128238.079652190
2010.78 secs, 245124 evals, 245040 steps, improv/step: 0.051 (last = 0.0022), fitness=-357128238.079652190
2040.78 secs, 248864 evals, 248780 steps, improv/step: 0.051 (last = 0.0053), fitness=-357128238.079652190
2070.78 secs, 252498 evals, 252415 steps, improv/step: 0.050 (last = 0.0044), fitness=-357128238.079652607
2100.78 secs, 256232 evals, 256149 steps, improv/step: 0.049 (last = 0.0029), fitness=-357128238.079652607
2130.79 secs, 259977 evals, 259894 steps, improv/step: 0.049 (last = 0.0019), fitness=-357128238.079652607
2160.79 secs, 263602 evals, 263520 steps, improv/step: 0.048 (last = 0.0019), fitness=-357128238.079652607
2190.80 secs, 267287 evals, 267205 steps, improv/step: 0.047 (last = 0.0022), fitness=-357128238.079652607
2220.80 secs, 270945 evals, 270864 steps, improv/step: 0.047 (last = 0.0016), fitness=-357128238.079652607
2250.81 secs, 274637 evals, 274557 steps, improv/step: 0.046 (last = 0.0016), fitness=-357128238.079652607
2280.88 secs, 278355 evals, 278276 steps, improv/step: 0.046 (last = 0.0016), fitness=-357128238.079653144
2310.88 secs, 282023 evals, 281944 steps, improv/step: 0.045 (last = 0.0016), fitness=-357128238.079653144
2340.89 secs, 285646 evals, 285567 steps, improv/step: 0.045 (last = 0.0028), fitness=-357128238.079653144
2370.89 secs, 289374 evals, 289296 steps, improv/step: 0.044 (last = 0.0035), fitness=-357128238.079653144
2400.90 secs, 293084 evals, 293007 steps, improv/step: 0.043 (last = 0.0016), fitness=-357128238.079653144
2430.90 secs, 296757 evals, 296680 steps, improv/step: 0.043 (last = 0.0025), fitness=-357128238.079653144
2460.91 secs, 300422 evals, 300345 steps, improv/step: 0.042 (last = 0.0030), fitness=-357128238.079653144
2490.91 secs, 304224 evals, 304147 steps, improv/step: 0.042 (last = 0.0034), fitness=-357128238.079653382
2520.91 secs, 307794 evals, 307718 steps, improv/step: 0.042 (last = 0.0025), fitness=-357128238.079653680
2550.91 secs, 311521 evals, 311445 steps, improv/step: 0.041 (last = 0.0024), fitness=-357128238.079653680
2580.91 secs, 315132 evals, 315056 steps, improv/step: 0.041 (last = 0.0100), fitness=-357128238.079653859
2610.92 secs, 318861 evals, 318785 steps, improv/step: 0.041 (last = 0.0330), fitness=-357128238.079654217
