Warning: no access to tty (Bad file descriptor).
Thus no job control in this shell.
Warning: no access to tty (Bad file descriptor).
Thus no job control in this shell.
Sat Dec 18 15:58:47 CET 2021
/usr/scratch4/magr4985/TRPL/BatchJobs/C2704_hzb/Run21
# Thread: 4
6033826495014561164 RNG Seed
Run 1
Starting optimization with optimizer DiffEvoOpt{FitPopulation{Float64}, RadiusLimitedSelector, BlackBoxOptim.DiffEvoRandBin{3}, RandomBound{ContinuousRectSearchSpace}}
0.00 secs, 0 evals, 0 steps
30.01 secs, 2747 evals, 2654 steps, improv/step: 0.346 (last = 0.3455), fitness=-338357361.992674232
60.01 secs, 5733 evals, 5640 steps, improv/step: 0.275 (last = 0.2120), fitness=-355228448.777161479
90.02 secs, 8731 evals, 8638 steps, improv/step: 0.226 (last = 0.1354), fitness=-356425999.279528141
120.02 secs, 11820 evals, 11727 steps, improv/step: 0.194 (last = 0.1042), fitness=-356814971.948511362
150.02 secs, 14980 evals, 14887 steps, improv/step: 0.176 (last = 0.1073), fitness=-356930523.422581196
180.03 secs, 18190 evals, 18097 steps, improv/step: 0.158 (last = 0.0754), fitness=-356987102.033351481
210.05 secs, 21490 evals, 21398 steps, improv/step: 0.148 (last = 0.0924), fitness=-357053388.081984937
240.05 secs, 24808 evals, 24716 steps, improv/step: 0.142 (last = 0.1073), fitness=-357092553.104810238
270.08 secs, 28085 evals, 27993 steps, improv/step: 0.136 (last = 0.0909), fitness=-357114064.218778968
300.09 secs, 31367 evals, 31275 steps, improv/step: 0.130 (last = 0.0756), fitness=-357122909.082579553
330.09 secs, 34654 evals, 34562 steps, improv/step: 0.124 (last = 0.0706), fitness=-357125222.828742564
360.12 secs, 37954 evals, 37862 steps, improv/step: 0.122 (last = 0.0988), fitness=-357126223.569413543
390.13 secs, 41186 evals, 41094 steps, improv/step: 0.120 (last = 0.1012), fitness=-357126641.803799808
420.13 secs, 44480 evals, 44389 steps, improv/step: 0.118 (last = 0.0838), fitness=-357126746.578280926
