Warning: no access to tty (Bad file descriptor).
Thus no job control in this shell.
Warning: no access to tty (Bad file descriptor).
Thus no job control in this shell.
Sat Dec 18 15:58:49 CET 2021
/usr/scratch4/magr4985/TRPL/BatchJobs/C2704_hzb/Run23
# Thread: 4
8965847351167796349 RNG Seed
Run 1
Starting optimization with optimizer DiffEvoOpt{FitPopulation{Float64}, RadiusLimitedSelector, BlackBoxOptim.DiffEvoRandBin{3}, RandomBound{ContinuousRectSearchSpace}}
0.00 secs, 0 evals, 0 steps
30.00 secs, 2689 evals, 2589 steps, improv/step: 0.322 (last = 0.3217), fitness=-336681420.813372195
60.02 secs, 5374 evals, 5274 steps, improv/step: 0.280 (last = 0.2402), fitness=-355479860.783983469
90.03 secs, 8069 evals, 7969 steps, improv/step: 0.232 (last = 0.1365), fitness=-356462147.487597287
120.04 secs, 10850 evals, 10750 steps, improv/step: 0.191 (last = 0.0752), fitness=-356826621.523785114
150.05 secs, 13699 evals, 13599 steps, improv/step: 0.168 (last = 0.0828), fitness=-356891265.904238164
180.05 secs, 16702 evals, 16603 steps, improv/step: 0.150 (last = 0.0682), fitness=-356945697.718591869
210.06 secs, 19826 evals, 19727 steps, improv/step: 0.139 (last = 0.0807), fitness=-357007073.026172876
240.06 secs, 23095 evals, 22996 steps, improv/step: 0.133 (last = 0.0979), fitness=-357049095.360903144
270.06 secs, 26518 evals, 26420 steps, improv/step: 0.127 (last = 0.0864), fitness=-357078416.982939482
300.06 secs, 29834 evals, 29736 steps, improv/step: 0.125 (last = 0.1095), fitness=-357115369.651125550
330.06 secs, 33117 evals, 33019 steps, improv/step: 0.121 (last = 0.0807), fitness=-357122461.175850153
360.07 secs, 36328 evals, 36230 steps, improv/step: 0.116 (last = 0.0694), fitness=-357124902.464683652
390.07 secs, 39626 evals, 39528 steps, improv/step: 0.112 (last = 0.0658), fitness=-357125591.424615085
420.08 secs, 42872 evals, 42774 steps, improv/step: 0.110 (last = 0.0829), fitness=-357125946.121487498
450.10 secs, 46092 evals, 45994 steps, improv/step: 0.107 (last = 0.0739), fitness=-357126208.258596003
480.11 secs, 49348 evals, 49250 steps, improv/step: 0.105 (last = 0.0694), fitness=-357126442.619879603
510.11 secs, 52547 evals, 52449 steps, improv/step: 0.104 (last = 0.0857), fitness=-357126545.024793625
540.12 secs, 55821 evals, 55723 steps, improv/step: 0.103 (last = 0.0849), fitness=-357126711.832448304
570.12 secs, 59099 evals, 59001 steps, improv/step: 0.100 (last = 0.0595), fitness=-357126802.567658484
600.12 secs, 62362 evals, 62264 steps, improv/step: 0.099 (last = 0.0732), fitness=-357126925.688883543
630.13 secs, 65552 evals, 65454 steps, improv/step: 0.097 (last = 0.0602), fitness=-357127012.775125742
660.13 secs, 68789 evals, 68692 steps, improv/step: 0.095 (last = 0.0652), fitness=-357127084.195930064
690.14 secs, 72083 evals, 71987 steps, improv/step: 0.095 (last = 0.0850), fitness=-357127214.043835878
720.14 secs, 75334 evals, 75239 steps, improv/step: 0.094 (last = 0.0643), fitness=-357127311.913399637
750.20 secs, 78628 evals, 78533 steps, improv/step: 0.092 (last = 0.0616), fitness=-357127440.922317624
780.22 secs, 81886 evals, 81791 steps, improv/step: 0.091 (last = 0.0531), fitness=-357127531.300274134
810.22 secs, 85185 evals, 85091 steps, improv/step: 0.089 (last = 0.0494), fitness=-357127720.238320231
840.22 secs, 88502 evals, 88408 steps, improv/step: 0.087 (last = 0.0407), fitness=-357127831.282903612
870.23 secs, 91849 evals, 91755 steps, improv/step: 0.086 (last = 0.0388), fitness=-357128017.010798454
900.27 secs, 95119 evals, 95025 steps, improv/step: 0.084 (last = 0.0394), fitness=-357128096.099286258
930.27 secs, 98387 evals, 98293 steps, improv/step: 0.082 (last = 0.0382), fitness=-357128125.526276290
960.27 secs, 101652 evals, 101558 steps, improv/step: 0.081 (last = 0.0371), fitness=-357128156.770550966
990.27 secs, 104890 evals, 104796 steps, improv/step: 0.080 (last = 0.0423), fitness=-357128187.741542399
1020.28 secs, 108093 evals, 108000 steps, improv/step: 0.079 (last = 0.0434), fitness=-357128190.140946746
1050.28 secs, 111330 evals, 111237 steps, improv/step: 0.078 (last = 0.0423), fitness=-357128198.833094120
1080.29 secs, 114586 evals, 114493 steps, improv/step: 0.077 (last = 0.0501), fitness=-357128210.973141551
1110.29 secs, 117824 evals, 117731 steps, improv/step: 0.076 (last = 0.0479), fitness=-357128220.412569880
1140.30 secs, 121006 evals, 120913 steps, improv/step: 0.075 (last = 0.0365), fitness=-357128223.495256305
1170.31 secs, 124239 evals, 124147 steps, improv/step: 0.074 (last = 0.0318), fitness=-357128229.364763081
1200.31 secs, 127484 evals, 127392 steps, improv/step: 0.073 (last = 0.0398), fitness=-357128231.153729618
1230.31 secs, 130739 evals, 130647 steps, improv/step: 0.072 (last = 0.0399), fitness=-357128233.524666786
1260.31 secs, 133929 evals, 133837 steps, improv/step: 0.072 (last = 0.0492), fitness=-357128234.431652486
1290.35 secs, 137143 evals, 137051 steps, improv/step: 0.071 (last = 0.0426), fitness=-357128235.164176762
1320.35 secs, 140546 evals, 140454 steps, improv/step: 0.070 (last = 0.0461), fitness=-357128236.243290722
1350.35 secs, 143920 evals, 143828 steps, improv/step: 0.070 (last = 0.0373), fitness=-357128236.677684426
1380.36 secs, 147342 evals, 147250 steps, improv/step: 0.069 (last = 0.0345), fitness=-357128237.194906950
1410.36 secs, 150874 evals, 150782 steps, improv/step: 0.068 (last = 0.0286), fitness=-357128237.280486763
1440.37 secs, 154311 evals, 154219 steps, improv/step: 0.067 (last = 0.0340), fitness=-357128237.547661543
1470.37 secs, 157757 evals, 157665 steps, improv/step: 0.066 (last = 0.0311), fitness=-357128237.724179983
1500.37 secs, 161206 evals, 161115 steps, improv/step: 0.065 (last = 0.0284), fitness=-357128237.898238659
1530.37 secs, 164625 evals, 164534 steps, improv/step: 0.065 (last = 0.0304), fitness=-357128237.898238659
1560.38 secs, 168117 evals, 168026 steps, improv/step: 0.064 (last = 0.0381), fitness=-357128237.950534046
1590.38 secs, 171560 evals, 171469 steps, improv/step: 0.064 (last = 0.0436), fitness=-357128237.982637525
1620.46 secs, 174992 evals, 174901 steps, improv/step: 0.064 (last = 0.0501), fitness=-357128238.007073700
1650.46 secs, 178373 evals, 178282 steps, improv/step: 0.063 (last = 0.0352), fitness=-357128238.029604971
1680.47 secs, 181753 evals, 181662 steps, improv/step: 0.062 (last = 0.0373), fitness=-357128238.047022641
1710.52 secs, 185190 evals, 185099 steps, improv/step: 0.062 (last = 0.0367), fitness=-357128238.058224380
1740.53 secs, 188594 evals, 188505 steps, improv/step: 0.062 (last = 0.0420), fitness=-357128238.068574786
1770.53 secs, 192040 evals, 191953 steps, improv/step: 0.061 (last = 0.0354), fitness=-357128238.071832955
1800.57 secs, 195250 evals, 195165 steps, improv/step: 0.061 (last = 0.0277), fitness=-357128238.072290540
1830.57 secs, 198577 evals, 198492 steps, improv/step: 0.060 (last = 0.0331), fitness=-357128238.075927377
1860.57 secs, 201971 evals, 201886 steps, improv/step: 0.060 (last = 0.0351), fitness=-357128238.076991081
1890.58 secs, 205329 evals, 205246 steps, improv/step: 0.060 (last = 0.0452), fitness=-357128238.077922404
1920.58 secs, 208693 evals, 208610 steps, improv/step: 0.059 (last = 0.0395), fitness=-357128238.078585148
1950.58 secs, 212075 evals, 211993 steps, improv/step: 0.059 (last = 0.0508), fitness=-357128238.079054296
1980.58 secs, 215446 evals, 215364 steps, improv/step: 0.059 (last = 0.0454), fitness=-357128238.079226255
2010.59 secs, 218782 evals, 218700 steps, improv/step: 0.059 (last = 0.0423), fitness=-357128238.079350352
2040.59 secs, 222186 evals, 222104 steps, improv/step: 0.058 (last = 0.0432), fitness=-357128238.079421580
2070.59 secs, 225561 evals, 225479 steps, improv/step: 0.058 (last = 0.0427), fitness=-357128238.079499483
2100.59 secs, 228932 evals, 228850 steps, improv/step: 0.058 (last = 0.0273), fitness=-357128238.079545736
2130.63 secs, 232277 evals, 232195 steps, improv/step: 0.057 (last = 0.0290), fitness=-357128238.079553008
2160.63 secs, 235680 evals, 235598 steps, improv/step: 0.057 (last = 0.0306), fitness=-357128238.079581678
2190.63 secs, 238876 evals, 238794 steps, improv/step: 0.057 (last = 0.0363), fitness=-357128238.079598725
2220.64 secs, 242263 evals, 242182 steps, improv/step: 0.056 (last = 0.0363), fitness=-357128238.079615176
2250.64 secs, 245642 evals, 245561 steps, improv/step: 0.056 (last = 0.0367), fitness=-357128238.079624176
2280.65 secs, 248961 evals, 248882 steps, improv/step: 0.056 (last = 0.0397), fitness=-357128238.079630613
